player_name,current_team,season,age,team_name_abbr,comp_name_abbr,pos,games,games_started,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,salary
"Jaylen Brown","BOS","2024-25","28","BOS","NBA","SF","63","63","34.3","8.2","17.7",".463","1.8","5.7",".324","6.4",".529",".515","3.9","5.1",".764","1.3","4.5","5.8","4.5","1.2","0.3","2.6","2.4","22.2",""
"Jaylen Brown","BOS","2023-24","27","BOS","NBA","SF","70","70","33.5","9.0","17.9",".499","2.1","5.9",".354","6.9",".570",".557","3.0","4.3",".703","1.2","4.3","5.5","3.6","1.2","0.5","2.4","2.6","23.0",""
"Jaylen Brown","BOS","2022-23","26","BOS","NBA","SF","67","67","35.9","10.1","20.6",".491","2.4","7.3",".335","7.7",".576",".550","3.9","5.1",".765","1.2","5.7","6.9","3.5","1.1","0.4","2.9","2.6","26.6",""
"Torrey Craig","2TM","2024-25","34","2TM","NBA","SF","26","4","12.1","1.5","3.5",".422","0.9","2.5",".364","0.5",".583",".556","0.3","0.5",".667","1.0","1.8","2.8","0.7","0.3","0.5","0.3","1.3","4.2",""
"Torrey Craig","2TM","2023-24","33","CHI","NBA","SF","53","14","19.8","2.0","4.7",".430","1.1","2.9",".392","0.9",".490",".550","0.5","0.7",".750","1.3","2.8","4.1","1.1","0.6","0.4","0.6","2.1","5.7",""
"Torrey Craig","2TM","2022-23","32","PHO","NBA","PF","79","60","24.7","2.9","6.3",".456","1.3","3.2",".395","1.6",".518",".556","0.4","0.6",".711","1.8","3.6","5.4","1.5","0.6","0.8","0.9","2.3","7.4",""
"JD Davison","BOS","2024-25","22","BOS","NBA","PG","16","0","5.8","0.8","2.1",".353","0.3","1.1",".222","0.5",".500",".412","0.3","0.4",".714","0.1","0.7","0.8","0.8","0.3","0.1","0.8","0.1","2.1",""
"JD Davison","BOS","2023-24","21","BOS","NBA","SG","8","0","4.9","0.6","1.5",".417","0.4","0.9",".429","0.3",".400",".542","0.4","0.5",".750","0.3","1.0","1.3","1.3","0.1","0.1","0.3","0.5","2.0",""
"JD Davison","BOS","2022-23","20","BOS","NBA","SG","12","0","5.5","0.7","1.6",".421","0.2","0.6",".286","0.5",".500",".474","0.1","0.2",".500","0.2","0.6","0.8","0.9","0.2","0.2","0.3","0.4","1.6",""
"Sam Hauser","BOS","2024-25","27","BOS","NBA","PF","71","19","21.7","3.0","6.7",".451","2.3","5.6",".416","0.7",".640",".627","0.2","0.2","1.000","0.6","2.5","3.2","0.9","0.6","0.2","0.3","1.2","8.5",""
"Sam Hauser","BOS","2023-24","26","BOS","NBA","SF","79","13","22.0","3.2","7.1",".446","2.5","5.9",".424","0.7",".559",".623","0.2","0.2",".895","0.6","2.9","3.5","1.0","0.5","0.3","0.4","1.3","9.0",""
"Sam Hauser","BOS","2022-23","25","BOS","NBA","SF","80","8","16.1","2.3","5.0",".455","1.8","4.2",".418","0.5",".656",".631","0.2","0.2",".706","0.4","2.1","2.6","0.9","0.4","0.3","0.4","1.2","6.4",""
"Jrue Holiday","BOS","2024-25","34","BOS","NBA","PG","62","62","30.6","4.1","9.2",".443","1.7","4.9",".353","2.4",".547",".538","1.1","1.2",".909","1.2","3.0","4.3","3.9","1.1","0.4","1.2","1.6","11.1",""
"Jrue Holiday","BOS","2023-24","33","BOS","NBA","PG","69","69","32.8","4.8","10.0",".480","2.0","4.7",".429","2.8",".526",".581","0.9","1.0",".833","1.2","4.2","5.4","4.8","0.9","0.8","1.8","1.6","12.5",""
"Jrue Holiday","BOS","2022-23","32","MIL","NBA","PG","67","65","32.6","7.3","15.3",".479","2.4","6.1",".384","5.0",".542",".556","2.3","2.6",".859","1.2","3.9","5.1","7.4","1.2","0.4","2.9","1.7","19.3",""
"Al Horford","BOS","2024-25","38","BOS","NBA","C","60","42","27.7","3.3","7.7",".423","1.9","5.2",".363","1.4",".551",".547","0.6","0.6",".895","1.3","4.8","6.2","2.1","0.6","0.9","0.8","1.4","9.0",""
"Al Horford","BOS","2023-24","37","BOS","NBA","C","65","33","26.8","3.3","6.4",".511","1.7","4.0",".419","1.6",".658",".640","0.4","0.5",".867","1.3","5.1","6.4","2.6","0.6","1.0","0.7","1.4","8.6",""
"Al Horford","BOS","2022-23","36","BOS","NBA","C","63","63","30.5","3.6","7.6",".476","2.3","5.2",".446","1.3",".539",".627","0.2","0.3",".714","1.2","5.0","6.2","3.0","0.5","1.0","0.6","1.9","9.8",""
"Luke Kornet","BOS","2024-25","29","BOS","NBA","C","73","16","18.6","2.6","3.8",".668","0.0","0.0",".000","2.6",".675",".668","0.9","1.3",".691","2.6","2.7","5.3","1.6","0.5","1.0","0.4","1.6","6.0",""
"Luke Kornet","BOS","2023-24","28","BOS","NBA","C","63","7","15.6","2.3","3.2",".700","0.0","0.0","1.000","2.2",".698",".702","0.8","0.9",".907","1.9","2.3","4.1","1.1","0.4","1.0","0.3","1.2","5.3",""
"Luke Kornet","BOS","2022-23","27","BOS","NBA","C","69","0","11.7","1.6","2.5",".665","0.0","0.2",".231","1.6",".701",".674","0.5","0.6",".821","1.2","1.6","2.9","0.8","0.2","0.7","0.4","1.2","3.8",""
"Miles Norris","BOS","2024-25","24","BOS","NBA","PF","3","0","11.7","0.7","3.0",".222","0.7","2.3",".286","0.0",".000",".333","0.3","0.7",".500","0.7","2.3","3.0","0.0","0.7","0.3","0.0","0.0","2.3",""
"Drew Peterson","BOS","2024-25","25","BOS","NBA","PF","25","1","7.4","0.7","1.6",".415","0.5","1.3",".394","0.2",".500",".573","0.3","0.4",".778","0.4","1.2","1.6","0.5","0.2","0.1","0.3","0.7","2.2",""
"Drew Peterson","BOS","2023-24","24","BOS","NBA","PF","3","0","7.7","1.3","2.0",".667","1.0","1.7",".600","0.3","1.000",".917","0.0","0.0","","0.0","0.3","0.3","0.3","0.7","0.0","0.3","0.3","3.7",""
"Kristaps Porziņģis","BOS","2024-25","29","BOS","NBA","C","42","42","28.8","6.6","13.7",".483","2.5","6.0",".412","4.1",".537",".572","3.8","4.7",".809","1.6","5.1","6.8","2.1","0.7","1.5","1.3","2.8","19.5",""
"Kristaps Porziņģis","BOS","2023-24","28","BOS","NBA","C","57","57","29.6","6.8","13.2",".516","1.9","5.1",".375","4.9",".606",".589","4.5","5.3",".858","1.7","5.5","7.2","2.0","0.7","1.9","1.6","2.7","20.1",""
"Kristaps Porziņģis","BOS","2022-23","27","WAS","NBA","C","65","65","32.6","7.8","15.7",".498","2.1","5.5",".385","5.7",".559",".565","5.4","6.4",".851","1.8","6.6","8.4","2.7","0.9","1.5","2.1","3.0","23.2",""
"Payton Pritchard","BOS","2024-25","27","BOS","NBA","PG","80","3","28.4","5.1","10.8",".472","3.2","7.8",".407","1.9",".642",".620","0.9","1.1",".845","1.3","2.6","3.8","3.5","0.9","0.2","1.0","1.5","14.3",""
"Payton Pritchard","BOS","2023-24","26","BOS","NBA","PG","82","5","22.3","3.6","7.7",".468","1.8","4.7",".385","1.8",".593",".583","0.6","0.7",".821","0.9","2.4","3.2","3.4","0.5","0.1","0.7","1.3","9.6",""
"Payton Pritchard","BOS","2022-23","25","BOS","NBA","PG","48","3","13.4","2.1","5.1",".412","1.2","3.2",".364","0.9",".495",".527","0.3","0.3",".750","0.5","1.3","1.8","1.3","0.3","0.0","0.8","0.8","5.6",""
"Neemias Queta","BOS","2024-25","25","BOS","NBA","C","62","6","13.9","2.1","3.3",".650","0.0","0.0",".000","2.1",".660",".650","0.7","1.0",".754","1.4","2.4","3.8","0.7","0.3","0.7","0.6","1.7","5.0",""
"Neemias Queta","BOS","2023-24","24","BOS","NBA","C","28","0","11.9","2.4","3.7",".644","0.0","0.0","","2.4",".644",".644","0.7","1.0",".714","1.9","2.5","4.4","0.7","0.5","0.8","0.5","1.8","5.5",""
"Neemias Queta","BOS","2022-23","23","SAC","NBA","C","5","0","5.8","1.2","1.8",".667","0.0","0.0","","1.2",".667",".667","0.0","0.4",".000","1.0","1.2","2.2","0.2","0.0","0.4","0.2","1.4","2.4",""
"Baylor Scheierman","BOS","2024-25","24","BOS","NBA","SG","31","2","12.4","1.3","3.5",".355","0.8","2.6",".317","0.4",".464",".473","0.3","0.4",".750","0.6","1.5","2.1","1.1","0.5","0.1","0.4","0.7","3.6",""
"Jaden Springer","2TM","2024-25","22","2TM","NBA","SG","43","2","8.5","0.8","2.1",".389","0.3","1.1",".250","0.5",".548",".456","0.6","0.9",".711","0.4","1.0","1.3","0.8","0.6","0.1","0.4","1.0","2.5",""
"Jaden Springer","2TM","2023-24","21","2TM","NBA","SG","49","2","10.3","1.2","3.0",".399","0.2","1.0",".208","1.0",".490",".432","0.7","0.9",".833","0.7","0.9","1.6","0.9","0.7","0.3","0.7","1.3","3.3",""
"Jaden Springer","2TM","2022-23","20","PHI","NBA","SG","16","2","5.6","1.1","2.2",".486","0.1","0.3",".400","0.9",".500",".514","0.4","0.5",".750","0.4","0.5","0.9","0.5","0.4","0.2","0.2","0.9","2.6",""
"Jayson Tatum","BOS","2024-25","26","BOS","NBA","PF","72","72","36.4","9.2","20.3",".452","3.5","10.1",".343","5.7",".559",".537","5.0","6.1",".814","0.7","8.0","8.7","6.0","1.1","0.5","2.9","2.2","26.8",""
"Jayson Tatum","BOS","2023-24","25","BOS","NBA","PF","74","74","35.7","9.1","19.3",".471","3.1","8.2",".376","6.0",".542",".552","5.6","6.7",".833","0.9","7.2","8.1","4.9","1.0","0.6","2.5","2.0","26.9",""
"Jayson Tatum","BOS","2022-23","24","BOS","NBA","SF","74","74","36.9","9.8","21.1",".466","3.2","9.3",".350","6.6",".558",".543","7.2","8.4",".854","1.1","7.7","8.8","4.6","1.1","0.7","2.9","2.2","30.1",""
"Xavier Tillman Sr.","BOS","2024-25","26","BOS","NBA","C","33","2","7.0","0.4","1.6",".245","0.2","1.0",".156","0.2",".381",".292","0.1","0.1",".750","0.3","1.0","1.3","0.2","0.3","0.2","0.4","0.5","1.0",""
"Xavier Tillman Sr.","BOS","2023-24","25","2TM","NBA","C","54","15","18.0","2.2","5.2",".434","0.4","1.5",".247","1.9",".510",".470","0.4","0.9",".440","1.3","2.6","3.9","1.4","0.9","0.8","0.6","1.4","5.3",""
"Xavier Tillman Sr.","BOS","2022-23","24","MEM","NBA","C","61","29","19.3","3.1","5.0",".614","0.1","0.2",".267","3.0",".632",".621","0.8","1.5",".551","2.0","3.0","5.0","1.6","1.0","0.5","0.7","1.6","7.0",""
"Jordan Walsh","BOS","2024-25","20","BOS","NBA","PF","52","1","7.8","0.6","1.6",".361","0.3","1.1",".273","0.3",".536",".452","0.1","0.2",".583","0.4","0.9","1.3","0.4","0.2","0.2","0.3","0.6","1.6",""
"Jordan Walsh","BOS","2023-24","19","BOS","NBA","SF","9","1","9.2","0.7","1.7",".400","0.2","1.0",".222","0.4",".667",".467","0.1","0.2",".500","0.6","1.7","2.2","0.6","0.6","0.1","0.3","1.2","1.7",""
"Derrick White","BOS","2024-25","30","BOS","NBA","SG","76","76","33.9","5.6","12.6",".442","3.5","9.1",".384","2.1",".593",".580","1.8","2.1",".839","0.9","3.6","4.5","4.8","0.9","1.1","1.7","1.8","16.4",""
"Derrick White","BOS","2023-24","29","BOS","NBA","SG","73","73","32.6","5.3","11.5",".461","2.7","6.8",".396","2.6",".555",".578","1.9","2.1",".901","0.7","3.5","4.2","5.2","1.0","1.2","1.5","2.1","15.2",""
"Derrick White","BOS","2022-23","28","BOS","NBA","SG","82","70","28.3","4.3","9.2",".462","1.8","4.8",".381","2.5",".548",".560","2.0","2.3",".875","0.6","2.9","3.6","3.9","0.7","0.9","1.2","2.2","12.4",""
"Reece Beekman","2TM","2024-25","23","2TM","NBA","PG","36","4","13.0","1.0","3.0",".327","0.2","1.1",".175","0.8",".418",".360","0.4","0.6",".762","0.4","0.7","1.1","1.8","0.9","0.1","0.6","1.0","2.6",""
"Nic Claxton","BRK","2024-25","25","BRK","NBA","C","70","62","26.9","4.6","8.1",".563","0.1","0.3",".238","4.5",".576",".568","1.1","2.2",".513","2.2","5.1","7.4","2.2","0.9","1.4","1.2","2.1","10.3",""
"Nic Claxton","BRK","2023-24","24","BRK","NBA","C","71","71","29.8","5.2","8.2",".629","0.0","0.1",".200","5.1",".633",".630","1.5","2.8",".551","2.7","7.2","9.9","2.1","0.6","2.1","1.3","2.5","11.8",""
"Nic Claxton","BRK","2022-23","23","BRK","NBA","C","76","76","29.9","5.4","7.7",".705","0.0","0.0",".000","5.4",".708",".705","1.8","3.2",".541","2.4","6.8","9.2","1.9","0.9","2.5","1.3","2.8","12.6",""
"Noah Clowney","BRK","2024-25","20","BRK","NBA","PF","46","20","22.7","2.9","8.1",".358","1.9","5.7",".333","1.0",".414",".474","1.5","1.7",".838","0.9","3.0","3.9","0.9","0.5","0.5","1.0","2.3","9.1",""
"Noah Clowney","BRK","2023-24","19","BRK","NBA","PF","23","4","16.1","2.2","4.0",".538","0.5","1.4",".364","1.7",".633",".602","0.9","1.3",".700","1.1","2.4","3.5","0.8","0.3","0.7","0.7","1.1","5.8",""
"Cui Yongxi","BRK","2024-25","21","BRK","NBA","SG","5","0","2.0","0.2","1.4",".143","0.0","0.6",".000","0.2",".250",".143","0.2","0.4",".500","0.0","0.4","0.4","0.0","0.0","0.0","0.0","0.0","0.6",""
"Tyson Etienne","BRK","2024-25","25","BRK","NBA","PG","7","0","21.6","2.4","7.4",".327","1.9","6.3",".295","0.6",".500",".452","1.1","1.4",".800","0.4","0.9","1.3","1.7","0.4","0.1","1.1","2.4","7.9",""
"Tosan Evbuomwan","BRK","2024-25","23","BRK","NBA","SF","28","0","23.8","3.4","7.9",".427","0.9","2.8",".312","2.5",".490",".482","2.0","2.6",".753","1.1","3.1","4.3","2.0","0.9","0.4","1.4","2.0","9.5",""
"Tosan Evbuomwan","BRK","2023-24","22","2TM","NBA","SF","17","8","21.6","2.1","4.2",".507","0.7","1.9",".375","1.4",".615",".592","1.0","1.5",".680","1.1","2.5","3.5","0.9","0.4","0.3","0.5","1.4","5.9",""
"Dorian Finney-Smith","2TM","2024-25","31","2TM","NBA","PF","63","40","28.9","3.1","6.9",".448","2.0","5.0",".411","1.0",".545",".597","0.5","0.7",".667","1.3","2.7","3.9","1.4","0.9","0.4","0.9","2.2","8.7",""
"Dorian Finney-Smith","2TM","2023-24","30","BRK","NBA","PF","68","56","28.4","3.2","7.5",".421","1.7","4.9",".348","1.4",".560",".535","0.5","0.7",".717","1.6","3.1","4.7","1.6","0.8","0.6","0.9","2.2","8.5",""
"Dorian Finney-Smith","2TM","2022-23","29","2TM","NBA","PF","66","66","30.4","3.0","7.6",".391","1.7","5.1",".337","1.2",".503",".505","0.7","0.9",".763","1.7","3.1","4.8","1.5","0.8","0.5","0.9","2.2","8.3",""
"Killian Hayes","BRK","2024-25","23","BRK","NBA","PG","6","5","27.0","3.0","7.2",".419","1.3","3.5",".381","1.7",".455",".512","1.7","2.0",".833","0.8","2.2","3.0","5.2","0.7","0.7","1.5","2.2","9.0",""
"Killian Hayes","BRK","2023-24","22","DET","NBA","PG","42","31","24.0","2.8","6.7",".413","0.5","1.8",".297","2.3",".455",".452","0.8","1.2",".660","0.3","2.6","2.8","4.9","0.9","0.5","1.2","1.8","6.9",""
"Killian Hayes","BRK","2022-23","21","DET","NBA","PG","76","56","28.3","4.0","10.7",".377","1.1","3.8",".280","3.0",".429",".426","1.2","1.5",".821","0.4","2.5","2.9","6.2","1.4","0.4","2.3","2.9","10.3",""
"Cameron Johnson","BRK","2024-25","28","BRK","NBA","PF","57","57","31.6","6.2","13.1",".475","2.8","7.2",".390","3.4",".578",".582","3.5","3.9",".893","0.9","3.4","4.3","3.4","0.9","0.4","1.7","1.8","18.8",""
"Cameron Johnson","BRK","2023-24","27","BRK","NBA","PF","58","47","27.6","4.8","10.7",".446","2.4","6.1",".391","2.4",".519",".557","1.5","1.9",".789","0.9","3.4","4.3","2.4","0.8","0.3","1.0","1.8","13.4",""
"Cameron Johnson","BRK","2022-23","26","2TM","NBA","PF","42","41","28.5","5.3","11.3",".470","2.5","6.1",".404","2.9",".548",".579","2.4","2.9",".842","0.8","3.6","4.4","1.9","1.2","0.3","0.9","2.0","15.5",""
"Keon Johnson","BRK","2024-25","22","BRK","NBA","SG","79","56","24.4","3.8","9.9",".389","1.6","5.1",".314","2.2",".468",".470","1.4","1.8",".770","0.8","3.0","3.8","2.2","1.0","0.4","1.5","2.6","10.6",""
"Keon Johnson","BRK","2023-24","21","BRK","NBA","SG","5","0","12.2","1.6","4.2",".381","0.8","2.0",".400","0.8",".364",".476","2.2","2.4",".917","0.6","0.8","1.4","0.6","0.6","0.2","1.0","1.0","6.2",""
"Keon Johnson","BRK","2022-23","20","POR","NBA","SG","40","0","10.4","1.7","4.5",".376","0.7","2.0",".346","1.0",".402",".455","0.7","1.0",".659","0.3","0.8","1.1","1.5","0.5","0.2","1.1","1.1","4.7",""
"Maxwell Lewis","2TM","2024-25","22","2TM","NBA","SF","28","1","11.7","1.6","3.9",".417","0.7","1.8",".380","0.9",".448",".505","0.3","0.4",".700","0.6","1.3","2.0","0.7","0.3","0.3","0.5","1.0","4.1",""
"Maxwell Lewis","2TM","2023-24","21","LAL","NBA","SF","34","0","3.0","0.1","0.6",".190","0.0","0.3",".111","0.1",".250",".214","0.1","0.1",".667","0.1","0.1","0.1","0.2","0.1","0.0","0.3","0.1","0.3",""
"Jaylen Martin","2TM","2024-25","21","2TM","NBA","SF","16","0","14.9","1.9","4.6",".419","0.4","1.4",".304","1.5",".471",".466","0.6","0.6",".900","0.7","2.1","2.8","1.1","0.6","0.0","0.8","0.9","4.9",""
"Tyrese Martin","BRK","2024-25","25","BRK","NBA","SG","60","11","21.9","3.2","7.8",".406","1.7","4.7",".351","1.5",".492",".513","0.8","1.0",".793","1.0","2.7","3.7","2.0","0.6","0.2","1.2","1.3","8.7",""
"Tyrese Martin","BRK","2023-24","","Did not play - other pro league","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tyrese Martin","BRK","2022-23","23","ATL","NBA","SG","16","0","4.1","0.6","1.4",".391","0.1","0.4",".143","0.5",".500",".413","0.1","0.1","1.000","0.3","0.4","0.8","0.1","0.1","0.0","0.1","0.1","1.3",""
"Dariq Whitehead","BRK","2024-25","20","BRK","NBA","SF","20","0","12.3","2.0","4.8",".406","1.7","3.7",".446","0.3",".273",".578","0.2","0.3",".600","0.2","1.3","1.5","0.6","0.3","0.1","0.8","1.1","5.7",""
"Dariq Whitehead","BRK","2023-24","19","BRK","NBA","SF","2","0","12.0","0.5","2.5",".200","0.0","1.5",".000","0.5",".500",".200","0.5","1.0",".500","0.0","2.0","2.0","1.5","0.0","0.5","0.0","0.0","1.5",""
"Shake Milton","2TM","2024-25","28","2TM","NBA","SG","57","2","14.7","2.0","4.5",".453","0.7","1.9",".358","1.4",".520",".528","0.8","1.0",".797","0.5","1.3","1.8","1.8","0.4","0.1","0.7","1.2","5.5",""
"Shake Milton","2TM","2023-24","27","3TM","NBA","SG","48","0","12.1","1.6","4.1",".405","0.4","1.3",".281","1.3",".466",".451","0.8","1.0",".816","0.3","1.3","1.6","1.3","0.4","0.1","0.6","1.1","4.5",""
"Shake Milton","2TM","2022-23","26","PHI","NBA","SG","76","11","20.6","3.2","6.6",".479","0.7","1.9",".378","2.4",".521",".535","1.3","1.5",".853","0.5","2.0","2.5","3.2","0.3","0.2","1.2","1.6","8.4",""
"D'Angelo Russell","2TM","2024-25","28","2TM","NBA","PG","58","36","25.5","4.3","11.0",".390","1.9","6.2",".314","2.3",".489",".479","2.1","2.5",".834","0.3","2.4","2.8","5.1","1.0","0.4","1.9","2.0","12.6",""
"D'Angelo Russell","2TM","2023-24","27","LAL","NBA","PG","76","69","32.7","6.5","14.2",".456","3.0","7.2",".415","3.5",".497",".560","2.1","2.5",".828","0.4","2.7","3.1","6.3","0.9","0.5","2.1","2.1","18.0",""
"D'Angelo Russell","2TM","2022-23","26","2TM","NBA","PG","71","71","32.5","6.3","13.4",".469","2.7","6.9",".396","3.5",".548",".572","2.5","3.0",".829","0.5","2.5","3.0","6.2","1.0","0.4","2.6","2.0","17.8",""
"Dennis Schröder","3TM","2024-25","31","3TM","NBA","PG","75","49","28.1","4.5","11.0",".406","1.7","4.9",".342","2.8",".458",".483","2.4","2.9",".838","0.4","2.3","2.6","5.4","0.9","0.2","1.9","2.4","13.1",""
"Dennis Schröder","3TM","2023-24","30","2TM","NBA","PG","80","58","31.1","5.0","11.6",".435","1.7","4.6",".375","3.3",".474",".509","2.2","2.7",".836","0.5","2.5","3.0","6.1","0.8","0.2","1.9","2.1","14.0",""
"Dennis Schröder","3TM","2022-23","29","LAL","NBA","PG","66","50","30.1","4.1","9.8",".415","1.1","3.4",".329","3.0",".461",".472","3.3","3.8",".857","0.3","2.2","2.5","4.5","0.8","0.2","1.7","2.2","12.6",""
"Day'Ron Sharpe","BRK","2024-25","23","BRK","NBA","C","50","2","18.1","3.3","6.3",".521","0.2","0.9",".244","3.1",".566",".538","1.1","1.5",".757","3.0","3.6","6.6","1.8","0.8","0.8","1.3","2.3","7.9",""
"Day'Ron Sharpe","BRK","2023-24","22","BRK","NBA","C","61","1","15.1","2.8","4.8",".571","0.1","0.2",".267","2.7",".588",".578","1.2","2.0",".610","2.6","3.7","6.4","1.4","0.4","0.7","1.1","2.1","6.8",""
"Day'Ron Sharpe","BRK","2022-23","21","BRK","NBA","C","48","3","11.5","1.9","3.6",".544","0.1","0.2",".545","1.8",".544",".561","0.7","1.1",".636","2.1","2.1","4.2","0.8","0.3","0.7","0.9","1.9","4.7",""
"Ben Simmons","2TM","2024-25","28","2TM","NBA","PG","51","24","22.0","2.3","4.4",".520","0.0","0.0","","2.3",".520",".520","0.5","0.6",".727","0.9","3.8","4.7","5.6","0.7","0.5","2.0","2.1","5.0",""
"Ben Simmons","2TM","2023-24","27","BRK","NBA","PG","15","12","23.9","2.9","4.9",".581","0.0","0.0","","2.9",".581",".581","0.4","1.0",".400","2.1","5.9","7.9","5.7","0.8","0.6","1.8","2.4","6.1",""
"Ben Simmons","2TM","2022-23","26","BRK","NBA","PG","42","33","26.3","3.2","5.6",".566","0.0","0.0",".000","3.2",".571",".566","0.6","1.4",".439","1.0","5.3","6.3","6.1","1.3","0.6","2.3","3.3","6.9",""
"Cam Thomas","BRK","2024-25","23","BRK","NBA","SG","25","23","31.2","8.0","18.2",".438","2.7","7.8",".349","5.2",".506",".513","5.3","6.0",".881","0.6","2.7","3.3","3.8","0.6","0.1","2.5","1.8","24.0",""
"Cam Thomas","BRK","2023-24","22","BRK","NBA","SG","66","51","31.4","8.0","18.0",".442","2.2","6.0",".364","5.8",".481",".503","4.3","5.1",".856","0.4","2.8","3.2","2.9","0.7","0.2","1.9","2.1","22.5",""
"Cam Thomas","BRK","2022-23","21","BRK","NBA","SG","57","4","16.6","3.5","8.0",".441","0.9","2.3",".383","2.6",".464",".497","2.6","3.1",".868","0.1","1.5","1.7","1.4","0.4","0.1","1.1","1.0","10.6",""
"Drew Timme","BRK","2024-25","24","BRK","NBA","PF","9","2","28.2","5.0","11.3",".441","1.0","3.9",".257","4.0",".537",".485","1.1","1.8",".625","1.9","5.3","7.2","2.2","0.4","0.1","1.7","2.3","12.1",""
"Trendon Watford","BRK","2024-25","24","BRK","NBA","PF","44","6","20.8","3.7","8.0",".469","0.7","2.0",".330","3.1",".515",".510","2.1","2.8",".762","0.8","2.8","3.6","2.6","0.6","0.3","1.9","2.2","10.2",""
"Trendon Watford","BRK","2023-24","23","BRK","NBA","PF","63","2","13.6","2.6","4.9",".527","0.4","1.1",".397","2.2",".564",".571","1.2","1.5",".794","0.8","2.3","3.1","1.3","0.4","0.3","1.0","1.7","6.9",""
"Trendon Watford","BRK","2022-23","22","POR","NBA","PF","62","12","19.1","2.9","5.2",".560","0.4","1.0",".391","2.5",".602",".599","1.2","1.6",".720","0.7","3.2","3.8","2.1","0.5","0.2","1.1","1.9","7.4",""
"Ziaire Williams","BRK","2024-25","23","BRK","NBA","SF","63","45","24.5","3.4","8.3",".412","1.6","4.8",".341","1.8",".509",".511","1.6","2.0",".821","1.0","3.6","4.6","1.3","1.0","0.4","1.1","2.4","10.0",""
"Ziaire Williams","BRK","2023-24","22","MEM","NBA","SF","51","15","20.4","2.9","7.4",".397","1.1","3.7",".307","1.8",".487",".474","1.2","1.5",".827","0.7","2.8","3.5","1.5","0.7","0.2","1.3","1.7","8.2",""
"Ziaire Williams","BRK","2022-23","21","MEM","NBA","SF","37","4","15.2","2.3","5.3",".429","0.7","2.6",".258","1.6",".596",".492","0.5","0.6",".773","0.4","1.7","2.1","0.9","0.4","0.2","1.0","1.6","5.7",""
"Jalen Wilson","BRK","2024-25","24","BRK","NBA","PF","79","22","25.7","3.1","7.8",".397","1.5","4.6",".337","1.6",".481",".495","1.7","2.1",".818","0.9","2.5","3.4","1.8","0.5","0.1","1.0","2.1","9.5",""
"Jalen Wilson","BRK","2023-24","23","BRK","NBA","PF","43","3","15.4","1.8","4.2",".425","0.6","1.7",".324","1.2",".495",".492","0.9","1.1",".826","1.1","2.0","3.0","1.0","0.3","0.1","0.4","1.1","5.0",""
"Precious Achiuwa","NYK","2024-25","25","NYK","NBA","C","57","10","20.5","2.9","5.7",".502","0.2","0.6",".278","2.7",".529",".517","0.7","1.2",".594","1.8","3.8","5.6","1.0","0.8","0.7","0.8","1.4","6.6",""
"Precious Achiuwa","NYK","2023-24","24","2TM","NBA","PF","74","18","21.9","3.2","6.3",".501","0.4","1.3",".268","2.8",".562",".529","0.9","1.5",".616","2.6","4.0","6.6","1.3","0.6","0.9","1.1","1.9","7.6",""
"Precious Achiuwa","NYK","2022-23","23","TOR","NBA","C","55","12","20.7","3.6","7.3",".485","0.5","2.0",".269","3.0",".564",".521","1.6","2.3",".702","1.8","4.1","6.0","0.9","0.6","0.5","1.1","1.9","9.2",""
"OG Anunoby","NYK","2024-25","27","NYK","NBA","PF","74","74","36.6","6.6","13.9",".476","2.3","6.2",".372","4.3",".561",".559","2.5","3.1",".810","1.3","3.5","4.8","2.2","1.5","0.9","1.4","2.3","18.0",""
"OG Anunoby","NYK","2023-24","26","2TM","NBA","SF","50","50","34.0","5.6","11.5",".489","2.0","5.3",".382","3.6",".581",".577","1.3","1.8",".753","0.9","3.2","4.2","2.1","1.4","0.7","1.6","2.4","14.7",""
"OG Anunoby","NYK","2022-23","25","TOR","NBA","SF","67","67","35.6","6.3","13.2",".476","2.1","5.5",".387","4.2",".539",".556","2.1","2.5",".838","1.4","3.5","5.0","2.0","1.9","0.7","2.0","3.0","16.8",""
"MarJon Beauchamp","3TM","2024-25","24","3TM","NBA","SF","35","0","4.5","0.8","1.9",".415","0.3","0.8",".345","0.5",".472",".492","0.4","0.6",".750","0.3","0.9","1.3","0.3","0.1","0.0","0.4","0.4","2.3",""
"MarJon Beauchamp","3TM","2023-24","23","MIL","NBA","SF","48","1","12.7","1.7","3.5",".488","0.6","1.6",".400","1.1",".560",".578","0.4","0.6",".679","0.5","1.6","2.1","0.6","0.3","0.1","0.6","1.1","4.4",""
"MarJon Beauchamp","3TM","2022-23","22","MIL","NBA","SF","52","11","13.5","1.8","4.7",".395","0.9","2.7",".331","0.9",".485",".492","0.5","0.7",".730","0.7","1.5","2.2","0.7","0.4","0.1","0.9","1.4","5.1",""
"Mikal Bridges","NYK","2024-25","28","NYK","NBA","SF","82","82","37.0","7.2","14.4",".500","2.0","5.6",".354","5.2",".594",".570","1.2","1.4",".814","0.9","2.3","3.2","3.7","0.9","0.5","1.6","1.5","17.6",""
